x	y	landarea	country	npp	potveg	popdens2000	popdens2010	popdens2020	popdens2030	popdens2040	popdens2050	popdens2060	popdens2070	popdens2080	popdens2090	popdens2100	spopdens2000	spopdens2010	spopdens2020	spopdens2030	spopdens2040	spopdens2050	spopdens2060	spopdens2070	spopdens2080	spopdens2090	spopdens2100	sagrsuit	agrsuit	priceindex	biomass	forest	r	gdp2000	gdp2010	gdp2020	gdp2030	gdp2040	gdp2050	gdp2060	gdp2070	gdp2080	gdp2090	gdp2100	builtup2010	builtup2020	builtup2030	builtup2040	builtup2050	builtup2060	builtup2070	builtup2080	crop2010	crop2020	crop2030	crop2040	crop2050	crop2060	crop2070	crop2080	protect	used	fraclongprod	corruption	slashburn	iiasa_region	biomassbl	decherb	decwood	decsoc	caboveha	cbelowha	cdeadha	clitterha	socha	polesreg	ftimber	maie	main	managedshare	managedflag	harvestcosts	simuid	crop2000	builtup2000	countryregmix	road	forloss	globiom_reserved	speciestype	countryregmix_old	afformax
33.75	51.25	1935	224	0.214588389	9	24	21	18	14	12	10	8	7	7	6	6	3.16	2.89	2.62	2.26	2.08	1.9	1.72	1.63	1.63	1.54	1.54	9.6851125	0.48250625	0.704519119	68.22072025	0.10487962	0.14	0.2015323	0.2538099	0.3339642	0.4830246	0.791413	1.251586	1.661295	1.982385	2.194947	2.384136	2.587234	0.009998122	0.008706086	0.006897328	0.005918323	0.004860626	0.003649153	0.002995998	0.002995998	0.5208765	0.5200594	0.520243	0.5199716	0.5186307	0.5175549	0.5188511	0.5203989	0	1	0.44939271	0.64166667	0.1	5	31.6979	0.29266516	0.158979944	0.002926652	58.02894327	15.848937	11.367513	13.957489	164.916327	10	4	1.649886607	0.984832445	0.99976399999999999	1	107.6384	55869	0.520877004	0.00999812037	29	0.291472868	6.4800000000000003e-005	0.37424385399999999	7	32	0
32.25	51.75	1914	224	0.225533788	8	17	15	12	10	8	7	6	5	5	4	4	2.53	2.35	2.08	1.9	1.72	1.63	1.54	1.45	1.45	1.36	1.36	10	0.597388613	0.704519119	67.90496374	0.337061172	0.14	0.1422246	0.1790945	0.2356767	0.3406446	0.5582339	0.8828714	1.171344	1.3967	1.546824	1.681751	1.826768	0.000115412	0.000104614	0.0000969	0.0000887	0.0000846	0.0000804	0.0000762	0.0000762	0.003286642	0.003284264	0.003286561	0.003285768	0.003281847	0.003278689	0.00329478	0.00331396	0	1	0.44939271	0.64166667	0.1	5	33.7848	0.301509246	0.163399096	0.003015092	61.84946251	16.892402	12.11593	14.456477	172.802652	10	4	1.649886607	0.984832445	0.99704899999999996	1	106.0619	55146	0.00328663993	0.000115411996	29	0.24190177600000001	0.00027571600000000001	0.55545127500000002	3	32	0
33.25	51.25	1935	224	0.211989314	4	64	57	48	39	32	26	23	21	19	18	17	6.76	6.13	5.32	4.51	3.88	3.34	3.07	2.89	2.71	2.62	2.53	10	0.597388613	0.704519119	75.09462504	0.160963909	0.14	0.5385872	0.6782515	0.892543	1.290312	2.113863	3.342676	4.436308	5.294619	5.862357	6.37115	6.913323	0.02280197	0.02078458	0.01868776	0.0169451	0.01536967	0.01458347	0.01403714	0.01347319	0.4785994	0.4781021	0.4783593	0.478194	0.4773768	0.4767198	0.4785272	0.4806812	0	1	0.44939271	0.64166667	0.1	5	31.288	0.285700877	0.155458207	0.002857009	57.27862707	15.64401	11.220531	13.83024	163.659703	10	4	1.6488179569999999	0.984196454	0.99949200000000005	1	106.8722	55868	0.478599012	0.0228020009	29	0.22894056800000001	0.00011514300000000001	0.360436692	3	32	0
32.75	52.25	1892	224	0.225826641	8	12	10	9	7	6	5	4	3	3	3	3	2.08	1.9	1.81	1.63	1.54	1.45	1.36	1.27	1.27	1.27	1.27	5.354289384	0.241904966	0.704519119	73.23106829	0.205886683	0.14	0.100914	0.1271613	0.1673069	0.2419556	0.3962586	0.6262043	0.8302553	0.9901464	1.09647	1.19074	1.291111	0.009018647	0.008564337	0.007612325	0.007130209	0.006632491	0.006111431	0.005553971	0.00555397	0.3700961	0.369701	0.3698178	0.3696862	0.3690357	0.3685126	0.3693336	0.3703147	0	1	0.44939271	0.64166667	0.1	5	33.7178	0.307637292	0.166422815	0.003076373	61.72678927	16.858897	12.091899	14.482983	172.141833	10	4	1.6488179569999999	0.984196454	0.99743199999999999	1	106.3811	54427	0.370095998	0.00901865028	29	0.23097251599999999	0.00022795500000000001	0.42401723000000002	3	32	0
33.25	50.75	1956	224	0.212208955	4	18	16	13	11	9	7	6	5	5	5	4	2.62	2.44	2.17	1.99	1.81	1.63	1.54	1.45	1.45	1.45	1.36	10	0.597388613	0.704519119	72.76561004	0.115991146	0.14	0.1509925	0.1901466	0.2501181	0.3615911	0.5922946	0.936736	1.242583	1.483133	1.642193	1.785364	1.938078	0.000186501	0.000177519	0.000171328	0.000165165	0.000158928	0.000155816	0.000152873	0.000152873	0.005759837	0.005751893	0.005753931	0.005751287	0.005738213	0.005727709	0.00574212	0.005759311	0	1	0.44939271	0.64166667	0.1	5	30.7489	0.289733276	0.157501602	0.002897333	56.29162602	15.374439	11.027184	13.909562	159.827301	10	4	1.6477493059999999	0.98356046200000002	0.99995100000000003	1	107.6814	56588	0.0057598399	0.000186500998	29	0.23261758699999999	6.7299999999999999e-006	0.67355371900000005	3	32	0
25.25	48.75	2038	224	0.223996307	8	53	47	40	32	26	22	19	17	15	15	14	5.77	5.23	4.6	3.88	3.34	2.98	2.71	2.53	2.35	2.35	2.26	10	0.765882877	0.704519119	69.48221897	0.149912145	0.14	0.4444391	0.5597205	0.7365295	1.064856	1.744847	2.759087	3.662695	4.370072	4.839589	5.260667	5.709035	0.05987607	0.05869716	0.0573668	0.05643929	0.05584505	0.05542332	0.05513534	0.05484187	0.5977623	0.5972252	0.5973885	0.5972082	0.5963234	0.5956102	0.5967606	0.5981343	0	1	0.44939271	0.64166667	0.1	5	32.2779	0.329654895	0.176987267	0.003296549	59.090841	16.138964	11.575533	14.516558	163.084967	10	4	1.6452594599999999	1.178491779	0.994224	1	112.4889	59452	0.597761989	0.0598760992	29	0.208537782	3.7799999999999997e-005	0.25232556900000003	7	32	0.00329218
33.25	52.25	1892	224	0.215649983	4	14	12	10	8	7	6	5	4	4	4	3	2.26	2.08	1.9	1.72	1.63	1.54	1.45	1.36	1.36	1.36	1.27	10	0.597388613	0.704519119	70.1894031	0.266155622	0.14	0.1214198	0.1528917	0.2012645	0.291008	0.4770599	0.7547905	1.001051	1.194931	1.323942	1.438319	1.562575	0.00959595	0.008751162	0.007879687	0.00742118	0.006932247	0.00641844	0.00589577	0.00589577	0.4005106	0.4002223	0.4005702	0.4004741	0.3999986	0.3996159	0.4020523	0.40495	0	1	0.44939271	0.64166667	0.1	5	31.9959	0.312503746	0.168799833	0.003125037	58.57445693	15.997928	11.474376	13.994365	166.335385	10	4	1.6450831880000001	0.98197048399999998	0.995425	1	106.7978	54428	0.400510997	0.00959595013	29	0.186046512	0.000440209	0.333333769	5	32	0
25.75	48.25	2058	224	0.239444328	5	45	40	34	28	22	19	16	15	13	12	12	5.05	4.6	4.06	3.52	2.98	2.71	2.44	2.35	2.17	2.08	2.08	9.6851125	0.48250625	0.704519119	76.69314738	0.315492643	0.14	0.3821012	0.4811617	0.6330792	0.9153166	1.499783	2.370636	3.146967	3.754616	4.160017	4.520786	4.907343	0.06673916	0.06580348	0.06486746	0.06393867	0.06347608	0.06301301	0.06285745	0.06254453	0.469973	0.4695536	0.4697715	0.4696318	0.4689407	0.4683845	0.4699224	0.4717559	0	1	0.44939271	0.64166667	0.1	5	33.7145	0.339808235	0.181678715	0.003398082	61.72069896	16.857234	12.090706	15.359767	163.083335	10	4	1.643045039	1.1769018010000001	0.99802199999999996	1	110.7858	60173	0.469972998	0.0667392015	29	0.25170068000000001	0.00023276300000000001	0.21453435900000001	5	32	0.00329218
24.75	48.75	2038	224	0.233257799	8	54	48	41	33	27	22	20	17	16	15	14	5.86	5.32	4.69	3.97	3.43	2.98	2.8	2.53	2.44	2.35	2.26	10	0.765882877	0.704519119	73.79883273	0.367303707	0.14	0.4566343	0.5751273	0.7568327	1.094286	1.792644	2.83384	3.76256	4.489666	4.972506	5.402995	5.862752	0.04101506	0.03981336	0.03840661	0.03732388	0.03640393	0.03603349	0.03547331	0.03528673	0.5440724	0.5435947	0.5437651	0.5436062	0.5428204	0.542188	0.5433878	0.544819	0	1	0.44939271	0.64166667	0.1	5	32.9419	0.445226289	0.222867808	0.004452263	60.30636166	16.470948	11.813646	15.044166	161.701886	10	4	1.64171198	1.1759478139999999	0.99366699999999997	1	110.3717	59451	0.544071972	0.0410150997	29	0.24141314999999999	0.000407601	0.088623903000000004	5	32	0.00329218
24.25	49.25	2018	224	0.230402477	5	54	48	40	33	27	22	19	17	16	15	14	5.86	5.32	4.6	3.97	3.43	2.98	2.71	2.53	2.44	2.35	2.26	10	0.765882877	0.704519119	75.1088233	0.289643493	0.14	0.4524662	0.5698228	0.7497551	1.084096	1.775894	2.80841	3.729202	4.44967	4.92902	5.357811	5.816141	0.02983651	0.02829511	0.02692855	0.02567667	0.02457912	0.02389561	0.02343475	0.02320297	0.6774269	0.6767515	0.6768724	0.6766479	0.6755391	0.6746478	0.6755051	0.6765294	0	1	0.44939271	0.64166667	0.1	5	32.6576	0.295326603	0.160316316	0.002953266	59.78589851	16.328799	11.71169	14.890781	161.577496	10	4	1.6403789209999999	1.174993827	0.98273900000000003	1	108.1275	58730	0.676779985	0.0298365001	29	0.203171457	0.00021369299999999999	0.033576044999999999	5	32	0.00329218
26.25	48.75	2038	224	0.215027669	4	37	33	28	23	18	15	13	12	11	10	10	4.33	3.97	3.52	3.07	2.62	2.35	2.17	2.08	1.99	1.9	1.9	10	0.597388613	0.704519119	65.99548572	0.136194796	0.14	0.3151833	0.3968876	0.5222664	0.7552005	1.237582	1.956214	2.59649	3.097673	3.429724	3.727902	4.045822	0.0255139	0.02405898	0.02253608	0.02106932	0.02014108	0.01949483	0.01916375	0.01882645	0.6887625	0.6879455	0.6880015	0.6877302	0.6863895	0.6853125	0.685708	0.6861806	1	1	0.44939271	0.64166667	0.1	5	31.5211	0.312169094	0.168637088	0.003121691	57.70529085	15.760541	11.304112	14.007695	163.426435	10	4	1.6363907600000001	1.172131867	0.99676200000000004	1	109.4318	59454	0.688762009	0.0255139004	29	0.20019627100000001	6.0800000000000001e-005	0.17504271800000001	7	32	0.0000386
24.75	49.25	2018	224	0.226522168	8	60	53	45	37	30	25	22	19	18	17	16	6.4	5.77	5.05	4.33	3.7	3.25	2.98	2.71	2.62	2.53	2.44	10	0.765882877	0.704519119	74.35557414	0.255952295	0.14	0.5041747	0.6348657	0.8354206	1.207653	1.978349	3.128082	4.153447	4.95662	5.490008	5.966025	6.474454	0.01578751	0.01310987	0.01029161	0.007381331	0.004970692	0.003309947	0.001439	0.000820553	0.5927503	0.5922204	0.5923965	0.5922211	0.591356	0.5906612	0.5919018	0.5933814	0	1	0.44939271	0.64166667	0.1	5	32.7934	0.313924486	0.169489553	0.003139245	60.03449143	16.396695	11.760388	14.626326	165.112309	10	4	1.6310585230000001	1.1683159190000001	0.98028999999999999	1	111.2205	58731	0.592750013	0.0157875009	29	0.192269574	0.000114268	0.151297395	7	32	0.00329218
23.75	49.25	2018	224	0.228023043	5	97	87	73	59	48	40	35	32	29	27	26	9.73	8.83	7.57	6.31	5.32	4.6	4.15	3.88	3.61	3.43	3.34	10	0.765882877	0.704519119	56.55197034	0.378760189	0.14	0.8148212	1.026147	1.350286	1.952355	3.198789	5.057883	6.715233	8.012179	8.875113	9.64572	10	0.03635891	0.03367596	0.03081608	0.02853026	0.02679974	0.02573014	0.02507837	0.02444505	0.5940805	0.5934648	0.5935487	0.5933448	0.592338	0.5915289	0.5921239	0.5928352	0	1	0.44939271	0.64166667	0.1	5	31.9343	0.285570353	0.155391875	0.002855704	58.46171594	15.967136	11.452291	14.813071	157.984853	10	4	1.6310585230000001	1.1683159190000001	1	1	114.4824	58729	0.580691993	0.0363589004	29	0.25421209099999997	0.00035300400000000002	0.040548116000000002	5	32	0.003430885
24.75	48.25	2058	224	0.230768544	8	21	19	16	13	10	8	7	7	6	6	5	2.89	2.71	2.44	2.17	1.9	1.72	1.63	1.63	1.54	1.54	1.45	3.067884075	0.114882449	0.704519119	44.02787684	0.887895278	0.14	0.1784904	0.2248223	0.2958648	0.427756	0.7007807	1.108412	1.471687	1.755002	1.943691	2.114037	2.29537	0.003719487	0.001899173	0.0000968	0	0	0	0	0	0.07240663	0.07237644	0.07239982	0.07238981	0.07234025	0.0723003	0.072464	0.0726595	0	1	0.44939271	0.64166667	0.1	5	34.2599	0.471457887	0.232082229	0.004714579	62.71916568	17.129936	12.286299	14.751536	172.870073	10	4	1.62697121	0.97115863300000005	0.998865	1	123.9267	60171	0.0724065974	0.00371949002	29	0.12682215699999999	0.002941272	0.039698094000000003	6	32	0.00329218
33.25	50.25	1976	224	0.213160728	9	23	20	17	14	11	9	8	7	6	6	6	3.07	2.8	2.53	2.26	1.99	1.81	1.72	1.63	1.54	1.54	1.54	9.6851125	0.48250625	0.704519119	60.93360653	0.146596202	0.14	0.1942543	0.2446498	0.32187	0.465445	0.7625269	1.20616	1.600502	1.910236	2.116821	2.30279	2.497778	0.0146896	0.01373386	0.01273366	0.01170577	0.01099084	0.01062272	0.01024379	0.009862736	0.589217	0.5882103	0.5884131	0.5880785	0.5864248	0.5850976	0.5865345	0.588247	0	1	0.44939271	0.64166667	0.1	5	30.8882	0.287134778	0.156186141	0.002871348	56.5467676	15.444123	11.077164	13.956845	160.202734	10	4	1.626442393	0.97084063700000001	0.99994499999999997	1	108.1162	57308	0.589217007	0.0146896001	29	0.24392712599999999	7.9699999999999999e-005	0.26418679099999998	7	32	0
32.75	49.75	1978	224	0.21590623	9	18	16	14	11	9	7	6	6	5	5	5	2.62	2.44	2.26	1.99	1.81	1.63	1.54	1.54	1.45	1.45	1.45	7.956573116	0.386476284	0.704519119	80.42999096	0.186785439	0.14	0.1561154	0.1965616	0.2585999	0.3739446	0.6125361	0.9688382	1.285769	1.534423	1.700198	1.848913	2.004578	0.000119971	0.000112251	0.000100201	0.0000918	0.0000831	0.0000787	0.0000787	0.0000742	0.005811555	0.005800556	0.00580206	0.005798411	0.005780387	0.005765945	0.005776549	0.005789159	1	1	0.44939271	0.64166667	0.1	5	31.5608	0.281290821	0.153210661	0.002812908	57.77798342	15.780395	11.318352	14.061961	163.162297	10	4	1.6253737420000001	0.970204646	1	1	106.9536	58027	0.00581155019	0.000119971002	29	0.199696663	4.71e-005	0.40991778000000001	7	32	0.000212459
23.25	49.75	1997	224	0.225716821	5	47	41	35	28	23	19	17	15	14	13	12	5.23	4.69	4.15	3.52	3.07	2.71	2.53	2.35	2.26	2.17	2.08	10	0.765882877	0.704519119	75.80753232	0.24623804	0.14	0.3914196	0.4929104	0.6485568	0.9377339	1.53606	2.42903	3.224911	3.849061	4.262605	4.630662	5.025561	0.000309843	0.000298184	0.000283983	0.000273412	0.000264423	0.000259777	0.000255074	0.0002527	0.007027587	0.007019515	0.007020517	0.007017834	0.00700457	0.006993909	0.007001038	0.007009557	0	1	0.44939271	0.64166667	0.1	5	32.2143	0.333429485	0.178745724	0.003334295	58.97443592	16.107171	11.55273	14.635256	161.513882	10	4	1.6244042439999999	1.1635459850000001	1	1	106.0531	58008	0.00702759018	0.000309841998	29	0.18527791699999999	0.000181669	0.66561750600000003	7	32	0.003860842
26.75	48.75	2038	224	0.240908596	5	35	31	26	21	17	14	12	11	10	9	9	4.15	3.79	3.34	2.89	2.53	2.26	2.08	1.99	1.9	1.81	1.81	7.617228425	0.367623801	0.704519119	70.33261057	0.163547459	0.14	0.2925537	0.3683805	0.484684	0.7006909	1.148156	1.815444	2.411446	2.878092	3.187626	3.465143	3.762983	0.03185938	0.03082827	0.02976004	0.02887628	0.02820203	0.02775079	0.0275228	0.02729305	0.6922407	0.6908861	0.6909247	0.6904749	0.688252	0.6864694	0.6867488	0.6870827	1	1	0.44939271	0.64166667	0.1	5	34.9746	0.307047865	0.166133423	0.003070479	64.02766281	17.487315	12.542626	15.334294	171.34029	10	4	1.6244042439999999	1.1635459850000001	0.99939800000000001	1	111.2206	59455	0.692241013	0.0318594016	29	0.161432777	4.1300000000000001e-005	0.14421182599999999	7	32	0.0000386
27.25	48.75	2038	224	0.218468698	5	34	30	25	20	16	14	12	11	10	9	9	4.06	3.7	3.25	2.8	2.44	2.26	2.08	1.99	1.9	1.81	1.81	7.617228425	0.367623801	0.704519119	69.60301013	0.210231598	0.14	0.2828368	0.3562025	0.4687006	0.6776588	1.110124	1.755253	2.330673	2.782025	3.080817	3.347448	3.630787	0.0209501	0.01933236	0.01771079	0.01629888	0.01553673	0.01474398	0.01434285	0.01392826	0.6718869	0.6705525	0.6706556	0.6702132	0.6680274	0.6662762	0.6670161	0.6678999	0	1	0.44939271	0.64166667	0.1	5	32.1981	0.297251485	0.161279409	0.002972515	58.94466483	16.09904	11.546898	14.160355	166.017164	10	4	1.6217381259999999	1.161638011	0.99806499999999998	1	112.6509	59456	0.671886981	0.0209500995	29	0.18204121700000001	9.3900000000000006e-005	0.117881481	7	32	0.0000386
23.75	49.75	1997	224	0.213343762	5	69	61	52	42	34	29	25	22	20	19	18	7.21	6.49	5.68	4.78	4.06	3.61	3.25	2.98	2.8	2.71	2.62	10	0.765882877	0.704519119	75.32256848	0.335468998	0.14	0.5790774	0.7292928	0.9596113	1.387408	2.272887	3.594013	4.77143	5.693569	6.306718	6.853827	7.437956	0.000373016	0.000357741	0.000340599	0.000326461	0.000317425	0.000310122	0.000304649	0.000300998	0.006368501	0.006362406	0.006363737	0.00636171	0.006351683	0.006343615	0.006353022	0.006364245	0	1	0.44939271	0.64166667	0.1	5	30.3467	0.31642579	0.170699036	0.003164258	55.55536627	15.17335	10.882955	14.033186	156.36105	10	4	1.6075261729999999	1.151462151	0.97752799999999995	1	106.6148	58009	0.00636850018	0.000373015995	29	0.17626439699999999	0.00024750199999999998	0.553407274	7	32	0.003430885
27.75	48.75	2038	224	0.230329264	4	28	25	21	17	14	11	10	9	8	8	7	3.52	3.25	2.89	2.53	2.26	1.99	1.9	1.81	1.72	1.72	1.63	7.617228425	0.367623801	0.704519119	79.5796447	0.090504332	0.14	0.238295	0.3001105	0.3948317	0.5709429	0.9353822	1.478567	1.963522	2.342861	2.594248	2.819192	3.058961	0.02196377	0.02067826	0.0193257	0.01825608	0.01720303	0.016864	0.01651699	0.0161742	0.5948608	0.5938717	0.5940778	0.5937492	0.5921251	0.5908212	0.5922844	0.5940292	0	1	0.44939271	0.64166667	0.1	5	33.9675	0.29120093	0.158242431	0.002912009	62.18390192	16.983744	12.181444	14.752618	171.049897	10	4	1.6057524329999999	1.150190169	0.99702400000000002	1	108.1787	59457	0.594860971	0.0219637994	29	0.235034347	1.4e-005	0.31463487499999998	7	32	0.0000386
27.25	50.25	1976	224	0.232928338	4	22	20	16	13	11	9	8	7	6	6	6	2.98	2.8	2.44	2.17	1.99	1.81	1.72	1.63	1.54	1.54	1.54	5.354289384	0.241904966	0.704519119	59.40602641	0.322901271	0.14	0.1880011	0.2367548	0.311626	0.4504051	0.7376216	1.167123	1.549019	1.849594	2.048299	2.226594	2.418534	0.02998059	0.02898505	0.02824168	0.02774789	0.02724683	0.02699521	0.02674158	0.02648761	0.5595159	0.5588329	0.5590335	0.5588061	0.5576818	0.556778	0.5581924	0.5598787	0	1	0.44939271	0.64166667	0.1	5	34.0981	0.305867603	0.165553007	0.003058676	62.42303599	17.049057	12.228289	14.908073	170.293113	10	4	1.603978693	1.148918186	0.99250799999999995	1	105.6365	57296	0.559516013	0.0299805999	29	0.250506073	0.00014415700000000001	0.117582835	7	32	0
27.75	50.25	1976	224	0.230329264	4	24	21	18	14	11	10	8	7	7	6	6	3.16	2.89	2.62	2.26	1.99	1.9	1.72	1.63	1.63	1.54	1.54	10	0.628023973	0.704519119	48.16221903	0.355532031	0.14	0.1999697	0.2517838	0.3313717	0.4791656	0.7847828	1.241194	1.647442	1.964814	2.178	2.367697	2.570683	0.03020759	0.02934596	0.0281879	0.02726276	0.02694336	0.02627574	0.02592977	0.02592977	0.44691	0.4464928	0.4467668	0.4466279	0.4459409	0.4453883	0.4473117	0.4496029	0	1	0.44939271	0.64166667	0.1	5	34.1778	0.305192314	0.165220363	0.003051923	62.56897502	17.088916	12.256878	14.731184	172.563095	10	4	1.601753255	1.147328208	0.99463800000000002	1	105.377	57297	0.446909994	0.0302076004	29	0.226214575	0.00026230399999999999	0.197557975	5	32	0
24.25	49.75	1997	224	0.224325767	4	48	43	36	29	24	20	17	15	14	13	13	5.32	4.87	4.24	3.61	3.16	2.8	2.53	2.35	2.26	2.17	2.17	10	0.765882877	0.704519119	64.75867894	0.326057228	0.14	0.4059265	0.5112675	0.6728005	0.972726	1.593747	2.520168	3.344797	3.9911	4.420031	4.803823	5.213784	0.000512531	0.000503374	0.0004941	0.000487514	0.000482235	0.000478254	0.000475587	0.000474249	0.005659255	0.005653074	0.005654887	0.005652828	0.00564264	0.005634448	0.005647261	0.00566255	0	1	0.44939271	0.64166667	0.1	5	32.4609	0.31817241	0.171539882	0.003181724	59.42580867	16.230451	11.641151	14.518403	164.169303	10	4	1.598646456	1.1451022390000001	0.99687000000000003	1	110.9408	58010	0.00565925986	0.000512531027	29	0.20330495700000001	0.00024055800000000001	0.66828351699999999	7	32	0.00329218
25.25	48.25	2058	224	0.222678467	5	39	35	29	24	19	16	14	13	11	11	10	4.51	4.15	3.61	3.16	2.71	2.44	2.26	2.17	1.99	1.99	1.9	10	0.597388613	0.704519119	62.85745302	0.62441058	0.14	0.3320543	0.4182188	0.5503796	0.7957072	1.30334	2.061088	2.736872	3.26539	3.614749	3.92994	4.265005	0.03066082	0.02943243	0.02845021	0.02745389	0.02683858	0.02644448	0.0262447	0.02583817	0.2600509	0.2598612	0.2599886	0.2599255	0.2596138	0.2593626	0.2602559	0.2613204	0	1	0.44939271	0.64166667	0.1	5	32.7128	0.367018022	0.193596825	0.00367018	59.88695527	16.356399	11.731486	14.382868	167.002341	10	4	1.5977650940000001	1.1444662480000001	1	1	118.9938	60172	0.260051012	0.0306608006	29	0.19387755100000001	0.0015503279999999999	0.115538528	5	32	0.00329218
26.25	49.25	2018	224	0.211879494	9	37	33	28	22	18	15	13	12	11	10	10	4.33	3.97	3.52	2.98	2.62	2.35	2.17	2.08	1.99	1.9	1.9	8.444277568	0.413570976	0.704519119	59.28115268	0.132397944	0.14	0.3103171	0.3908156	0.514284	0.7434096	1.217845	1.925879	2.557336	3.051599	3.380311	3.674165	3.987146	0.01673105	0.01513984	0.01313813	0.01165889	0.01047249	0.009658937	0.009245047	0.008821967	0.7289408	0.7277534	0.727803	0.7274092	0.7254636	0.7239029	0.7242596	0.7246863	1	1	0.44939271	0.64166667	0.1	5	31.0735	0.307889762	0.166546674	0.003078898	56.88591698	15.536752	11.143602	13.848503	162.25436	10	4	1.5950989760000001	1.142558274	0.99901700000000004	1	110.2144	58734	0.728941023	0.0167309996	29	0.167988107	3.3399999999999999e-005	0.138661271	7	32	0.0000386
26.75	50.25	1976	224	0.222898107	4	29	26	22	18	14	12	10	9	8	8	8	3.61	3.34	2.98	2.62	2.26	2.08	1.9	1.81	1.72	1.72	1.72	5.549344349	0.252741353	0.704519119	64.80384425	0.31910783	0.14	0.2491889	0.3138024	0.4128784	0.5968462	0.9776666	1.545487	2.051731	2.447932	2.709041	2.946216	3.198296	0.03739535	0.0364906	0.03561157	0.03471072	0.03425087	0.03379231	0.03355835	0.03332128	0.5501873	0.5493975	0.5495781	0.5493155	0.548017	0.5469743	0.5482536	0.5497786	0	1	0.44939271	0.64166667	0.1	5	32.537	0.303628288	0.164448388	0.003036283	59.56503801	16.268477	11.668425	14.416503	165.621195	10	4	1.5933252360000001	1.1412862909999999	0.997	1	105.8921	57295	0.550186992	0.0373953991	29	0.25101214599999999	0.000111475	0.13070488	3	32	0
25.75	49.25	2018	224	0.213490189	9	41	36	31	25	20	17	15	13	12	11	11	4.69	4.24	3.79	3.25	2.8	2.53	2.35	2.17	2.08	1.99	1.99	10	0.597388613	0.704519119	48.59994604	0.115075641	0.14	0.3435819	0.4327486	0.5694066	0.8232822	1.348662	2.132783	2.831761	3.378344	3.739918	4.063974	4.412566	0.02860605	0.02744482	0.02600827	0.02475872	0.02397996	0.02346488	0.02296632	0.02271958	0.663599	0.6629708	0.6630928	0.6628838	0.6618504	0.6610188	0.6618816	0.6629115	0	1	0.44939271	0.64166667	0.1	5	31.0024	0.307005745	0.166112731	0.003070057	56.75566426	15.501177	11.118086	13.965429	160.786468	10	4	1.5933252360000001	1.1412862909999999	0.996637	1	108.9679	58733	0.663599014	0.0286059994	29	0.17195242799999999	2.9e-005	0.22132534500000001	7	32	0.00329218
27.75	49.75	1997	224	0.233404225	9	24	22	18	15	12	10	9	8	7	7	6	3.16	2.98	2.62	2.35	2.08	1.9	1.81	1.72	1.63	1.63	1.54	9.6851125	0.48250625	0.704519119	74.69479029	0.06309497	0.14	0.2066233	0.2602936	0.3424979	0.495111	0.8112957	1.282869	1.703868	2.03256	2.252399	2.446598	2.653948	0.000392684	0.000381307	0.000372761	0.000363972	0.000358028	0.000355024	0.000352031	0.000348991	0.006958957	0.006949697	0.006950645	0.006947567	0.006932347	0.00692012	0.006926877	0.006934948	0	1	0.44939271	0.64166667	0.1	5	34.2239	0.308226256	0.166711665	0.003082263	62.65335092	17.111961	12.273406	14.926306	170.890398	10	4	1.5928845549999999	1.140968296	0.99366100000000002	1	107.8161	58017	0.00695896009	0.000392684015	29	0.280921382	3.6600000000000001e-006	0.762601788	7	32	0.0000386
26.75	49.25	2018	224	0.224325767	4	32	28	24	19	16	13	11	10	9	9	8	3.88	3.52	3.16	2.71	2.44	2.17	1.99	1.9	1.81	1.81	1.72	7.41196524	0.356220291	0.704519119	71.52586994	0.097346295	0.14	0.2676328	0.3370482	0.4434536	0.6410487	1.05069	1.661119	2.205777	2.631781	2.915218	3.168241	3.437516	0.04161956	0.04084187	0.03989693	0.03939629	0.03888775	0.03854343	0.03837022	0.03819615	0.6942496	0.6927523	0.6928666	0.6923692	0.6899104	0.6879398	0.688763	0.6897465	0	1	0.44939271	0.64166667	0.1	5	32.7036	0.307973899	0.166587938	0.003079739	59.87013283	16.351805	11.728191	14.492331	165.890249	10	4	1.5928845549999999	1.140968296	0.99982000000000004	1	108.6689	58735	0.694249988	0.0416195989	29	0.16699702699999999	1.5099999999999999e-005	0.20840413399999999	7	32	0.0000386
27.25	49.25	2018	224	0.20331353	4	31	27	23	18	15	12	11	10	9	8	8	3.79	3.43	3.07	2.62	2.35	2.08	1.99	1.9	1.81	1.72	1.72	7.617228425	0.367623801	0.704519119	74.50284906	0.167121419	0.14	0.258411	0.3254932	0.4283276	0.6193357	1.014871	1.605226	2.131608	2.542669	2.816926	3.060421	3.322622	0.02861663	0.02772582	0.02657929	0.02588807	0.02517986	0.02493761	0.02469228	0.02444573	0.5888998	0.5879055	0.5880971	0.5877665	0.5861323	0.5848202	0.5861809	0.5878037	0	1	0.44939271	0.64166667	0.1	5	30.0253	0.306921498	0.16607134	0.003069215	54.96700812	15.012657	10.767699	13.392926	160.189357	10	4	1.5919921770000001	1.140332304	0.99758999999999998	1	108.4697	58736	0.58890003	0.0286165997	29	0.238354807	5.8400000000000003e-005	0.24397879	7	32	0.0000386
