x	y	landarea	country	npp	potveg	popdens2000	popdens2010	popdens2020	popdens2030	popdens2040	popdens2050	popdens2060	popdens2070	popdens2080	popdens2090	popdens2100	spopdens2000	spopdens2010	spopdens2020	spopdens2030	spopdens2040	spopdens2050	spopdens2060	spopdens2070	spopdens2080	spopdens2090	spopdens2100	sagrsuit	agrsuit	priceindex	biomass	forest	r	gdp2000	gdp2010	gdp2020	gdp2030	gdp2040	gdp2050	gdp2060	gdp2070	gdp2080	gdp2090	gdp2100	builtup2010	builtup2020	builtup2030	builtup2040	builtup2050	builtup2060	builtup2070	builtup2080	crop2010	crop2020	crop2030	crop2040	crop2050	crop2060	crop2070	crop2080	protect	used	fraclongprod	corruption	slashburn	iiasa_region	biomassbl	decherb	decwood	decsoc	caboveha	cbelowha	cdeadha	clitterha	socha	polesreg	ftimber	maie	main	managedshare	managedflag	harvestcosts	simuid	crop2000	builtup2000	countryregmix	road	forloss	globiom_reserved	speciestype	countryregmix_old	afformax
27.25	49.75	1997	224	0.219200831	9	37	32	27	22	18	15	13	12	11	10	10	4.33	3.88	3.43	2.98	2.62	2.35	2.17	2.08	1.99	1.9	1.9	8.444277568	0.413570976	0.704519119	70.94738502	0.098893797	0.14	0.3082379	0.3882281	0.5108817	0.7387495	1.210388	1.913901	2.541566	3.032836	3.359223	3.65314	3.965237	0.000226342	0.000212896	0.000199235	0.000187884	0.000178814	0.000172487	0.000169298	0.000166028	0.006897182	0.006883794	0.006884808	0.006880363	0.0068584	0.006840785	0.006848089	0.006856816	0	1	0.44939271	0.64166667	0.1	5	32.0424	0.312545568	0.168820164	0.003125456	58.65957078	16.021175	11.49105	14.226674	164.473462	10	4	1.5919921770000001	1.140332304	0.99132100000000001	1	108.1284	58016	0.00689717988	0.000226342003	29	0.27741612399999999	5.7400000000000001e-006	0.71936660200000002	7	32	0.0000386
25.25	49.25	2018	224	0.2228615	5	45	40	33	27	22	18	16	14	13	12	12	5.05	4.6	3.97	3.43	2.98	2.62	2.44	2.26	2.17	2.08	2.08	10	0.765882877	0.704519119	70.8008888	0.123327724	0.14	0.3763196	0.4738429	0.6235113	0.9013455	1.476883	2.334785	3.100251	3.699148	4.097128	4.453784	4.83488	0.01922486	0.01718814	0.01537635	0.01373142	0.01232896	0.01161035	0.01087251	0.01048824	0.6667995	0.6661694	0.6663042	0.6660948	0.66506	0.6642276	0.6651819	0.6663215	0	1	0.44939271	0.64166667	0.1	5	32.6537	0.308940812	0.167061682	0.003089408	59.77868712	16.326829	11.710277	14.401394	166.468915	10	4	1.587552319	1.1371523480000001	0.99711899999999998	1	112.775	58732	0.666799009	0.0192249008	29	0.20416253700000001	3.1099999999999997e-005	0.20987279	7	32	0.00329218
27.25	50.75	1956	224	0.208511679	4	18	16	14	11	9	7	6	6	5	5	5	2.62	2.44	2.26	1.99	1.81	1.63	1.54	1.54	1.45	1.45	1.45	10	0.597388613	0.704519119	58.54398055	0.590166716	0.14	0.1567685	0.1973564	0.2597207	0.3754574	0.6153224	0.9731534	1.291552	1.540334	1.706496	1.853812	2.011757	0.00014645	0.000139534	0.000128718	0.000121129	0.000113343	0.000109392	0.000109392	0.000105436	0.004502986	0.00449883	0.004500369	0.004498987	0.004492155	0.004486658	0.004497475	0.004510386	0	1	0.44939271	0.64166667	0.1	5	30.9182	0.303966745	0.164615626	0.003039667	56.60165467	15.459114	11.087916	13.638149	163.195245	10	4	1.5866599400000001	1.1365163570000001	0.99507699999999999	1	103.8628	56576	0.00450298982	0.000146449005	29	0.22852760699999999	0.00043541199999999998	0.40533029700000001	5	32	0
26.75	49.75	1997	224	0.202837643	9	34	30	25	21	17	14	12	11	10	9	9	4.06	3.7	3.25	2.89	2.53	2.26	2.08	1.99	1.9	1.81	1.81	9.6851125	0.48250625	0.704519119	70.79070504	0.064932435	0.14	0.2876089	0.3621517	0.4766466	0.6891339	1.128577	1.784128	2.369231	2.826779	3.131562	3.40457	3.692313	0.00023058	0.000215733	0.00020418	0.000192135	0.000182336	0.000175384	0.000171792	0.000168212	0.006965314	0.006952448	0.006953381	0.006949108	0.006927998	0.006911067	0.006917783	0.006925811	0	1	0.44939271	0.64166667	0.1	5	29.6483	0.308856781	0.167020545	0.003088568	54.27683313	14.824156	10.632498	13.40889	157.946038	10	4	1.5857785790000001	1.1358803660000001	0.99912999999999996	1	108.3111	58015	0.00696530985	0.000230580001	29	0.22483725600000001	3.7699999999999999e-006	0.77738921900000002	7	32	0.0000386
28.25	50.25	1976	224	0.220701706	4	29	25	21	17	14	12	10	9	8	8	7	3.61	3.25	2.89	2.53	2.26	2.08	1.9	1.81	1.72	1.72	1.63	7.333512671	0.351861815	0.704519119	44.85811267	0.330008572	0.14	0.2415235	0.3041952	0.400259	0.57864	0.9479922	1.499442	1.991163	2.375161	2.630731	2.858733	3.100034	0.01154093	0.009974002	0.008261456	0.006837984	0.005862902	0.004797613	0.004219797	0.003605956	0.5047849	0.5042793	0.5045246	0.5043565	0.5035255	0.5028574	0.5045821	0.5066372	0	1	0.44939271	0.64166667	0.1	5	32.705	0.305150088	0.165199549	0.003051501	59.87272362	16.352512	11.728699	14.25255	168.185139	10	4	1.5853268810000001	1.1355623699999999	0.99202100000000004	1	105.6706	57298	0.504785001	0.0115409	29	0.300607287	0.00027552099999999998	0.16520654600000001	7	32	0.0000000000000000459
27.75	49.25	2018	224	0.208584893	4	33	30	25	20	16	14	12	11	10	9	9	3.97	3.7	3.25	2.8	2.44	2.26	2.08	1.99	1.9	1.81	1.81	10	0.597388613	0.704519119	74.29149293	0.191028339	0.14	0.2822562	0.3554055	0.467597	0.6762029	1.107792	1.752314	2.32593	2.776341	3.075843	3.342412	3.626936	0.02564694	0.02409084	0.02248046	0.02117599	0.02051463	0.01983646	0.01948051	0.01911988	0.5385675	0.5378807	0.5381144	0.5378861	0.5367575	0.5358509	0.5375004	0.5394664	0	1	0.44939271	0.64166667	0.1	5	30.7277	0.310242112	0.167697896	0.003102421	56.252919	15.363867	11.019601	13.666673	161.858657	10	4	1.5831124599999999	1.133972392	0.99487599999999998	1	107.7393	58737	0.538567007	0.0256469008	29	0.25520317100000001	0.00014093600000000001	0.27040417700000002	7	32	0.0000386
28.25	49.75	1997	224	0.222056153	9	24	21	18	14	12	10	8	7	7	6	6	3.16	2.89	2.62	2.26	2.08	1.9	1.72	1.63	1.63	1.54	1.54	9.6851125	0.48250625	0.704519119	79.57672643	0.091337086	0.14	0.2007007	0.2527625	0.3325066	0.4807485	0.7876962	1.245224	1.652917	1.972544	2.184585	2.373982	2.578659	0.000325341	0.000314845	0.000300452	0.000292942	0.000285671	0.000278461	0.000274785	0.000274785	0.006018179	0.006012986	0.006014534	0.006012806	0.006004259	0.005997382	0.006008289	0.006021302	0	1	0.44939271	0.64166667	0.1	5	32.7727	0.304981158	0.165116265	0.003049812	59.9966135	16.386349	11.752968	14.335126	167.816443	10	4	1.5804463419999999	1.1320644179999999	0.99595699999999998	1	106.9405	58018	0.00601817993	0.00032534101	29	0.24286429600000001	2.3e-005	0.69855622699999997	7	32	0.005801224
24.75	49.75	1997	224	0.209536667	4	40	36	30	24	20	17	14	13	12	11	11	4.6	4.24	3.7	3.16	2.8	2.53	2.26	2.17	2.08	1.99	1.99	10	0.765882877	0.704519119	58.0978427	0.269084428	0.14	0.3401132	0.4283312	0.5636302	0.8147396	1.334678	2.111037	2.802316	3.344922	3.70556	4.027391	4.369916	0.000235103	0.000220157	0.000204027	0.000192658	0.000183699	0.000174427	0.000171555	0.000168611	0.005764456	0.005757386	0.005758953	0.005756605	0.005744997	0.005735677	0.005746755	0.005759985	0	1	0.44939271	0.64166667	0.1	5	30.7819	0.305445621	0.165345188	0.003054456	56.35203887	15.390939	11.039018	13.7249	161.663305	10	4	1.5791132830000001	1.131110431	0.99763400000000002	1	110.3578	58011	0.00576446019	0.000235102998	29	0.25388082099999998	0.000224656	0.70582063500000003	7	32	0.00329218
28.25	48.75	2038	224	0.211183967	4	38	34	28	23	19	16	14	12	11	10	10	4.42	4.06	3.52	3.07	2.71	2.44	2.26	2.08	1.99	1.9	1.9	10	0.597388613	0.704519119	69.3147505	0.068359035	0.14	0.3212483	0.4046372	0.53249	0.7697876	1.26071	1.993105	2.646422	3.15649	3.496182	3.801804	4.125754	0.04852523	0.04655617	0.04482412	0.04328059	0.0419726	0.04103683	0.04010209	0.03964128	0.5336905	0.5332004	0.5334514	0.5332884	0.5324831	0.5318355	0.5336008	0.5357043	0	1	0.44939271	0.64166667	0.1	5	31.0833	0.292622143	0.1589583	0.002926221	56.90388617	15.54166	11.147122	13.800211	162.73909	10	4	1.5760064840000001	1.128884462	0.99731599999999998	1	107.9581	59458	0.533690989	0.0485251993	29	0.25956820400000002	1.7200000000000001e-005	0.39795045299999998	7	32	0.005801224
26.25	49.75	1997	224	0.220115999	9	34	30	26	21	17	14	12	11	10	9	9	4.06	3.7	3.34	2.89	2.53	2.26	2.08	1.99	1.9	1.81	1.81	9.6851125	0.48250625	0.704519119	69.25247621	0.019820257	0.14	0.2888733	0.3637521	0.4785567	0.6920064	1.133821	1.793044	2.379721	2.840783	3.146093	3.418535	3.707998	0.00021802	0.00020709	0.000193108	0.000181822	0.000173271	0.000167442	0.000164437	0.000161366	0.007222776	0.007214633	0.0072154	0.007212692	0.007199308	0.007188548	0.007194019	0.007200561	0	1	0.44939271	0.64166667	0.1	5	32.3216	0.305530037	0.165386774	0.0030553	59.17070337	16.160776	11.591177	14.256216	165.857865	10	4	1.5760064840000001	1.128884462	0.99875000000000003	1	107.041	58014	0.00722278003	0.000218019995	29	0.20030045099999999	1.15e-006	0.67131295000000002	7	32	0.0000386
28.25	50.75	1956	224	0.20342335	8	27	24	20	17	13	11	10	9	8	7	7	3.43	3.16	2.8	2.53	2.17	1.99	1.9	1.81	1.72	1.63	1.63	10	0.765882877	0.704519119	60.80023885	0.37164672	0.14	0.2326046	0.2929103	0.3853049	0.557053	0.9125407	1.442533	1.914374	2.283943	2.530066	2.749346	2.982398	0.000121977	0.000106605	0.0000940	0.0000760	0.0000667	0.0000617	0.0000563	0.0000509	0.005229008	0.005224458	0.005226775	0.005225262	0.005217781	0.005211761	0.005228048	0.005247453	0	1	0.44939271	0.64166667	0.1	5	29.8504	0.296952428	0.161129972	0.002969524	54.64681097	14.925205	10.704975	13.423123	158.957602	10	4	1.572018323	1.126022501	0.99954500000000002	1	104.9685	56578	0.00522900978	0.000121976998	29	0.24335378299999999	0.00031028400000000003	0.62312427199999998	5	32	0.0000000000000000459
31.75	48.75	2038	224	0.199909108	9	24	21	18	15	12	10	9	8	7	6	6	3.16	2.89	2.62	2.35	2.08	1.9	1.81	1.72	1.63	1.54	1.54	9.6851125	0.48250625	0.704519119	74.24790019	0.066405436	0.14	0.2048398	0.2579493	0.339394	0.4905861	0.8038119	1.270811	1.687425	2.013488	2.2311	2.425052	2.631629	0.02744935	0.02633166	0.02519492	0.0239945	0.0231376	0.02268452	0.02222173	0.02174108	0.5942677	0.593328	0.5934929	0.5931807	0.5916373	0.5903981	0.5915692	0.5929664	0	1	0.44939271	0.64166667	0.1	5	29.3777	0.270675074	0.147750228	0.002706751	53.78141959	14.688848	10.53545	13.2415	157.820748	10	4	1.571037808	0.937769093	0.99875599999999998	1	108.4837	59465	0.594268024	0.0274493992	29	0.27134445499999998	1.03e-005	0.30963920299999997	3	32	0.008055603
24.25	50.25	1976	224	0.215320523	5	40	36	30	24	20	16	14	13	12	11	11	4.6	4.24	3.7	3.16	2.8	2.44	2.26	2.17	2.08	1.99	1.99	10	0.597388613	0.704519119	50.95460559	0.393883118	0.14	0.3384825	0.4262348	0.5608971	0.8110986	1.328461	2.101021	2.789142	3.327248	3.685471	4.007306	4.348923	0.03124132	0.03006939	0.0289128	0.02810682	0.02731593	0.02690922	0.02670388	0.02649679	0.519164	0.5185279	0.5187729	0.5185612	0.5175139	0.5166726	0.5184001	0.5204576	0	1	0.44939271	0.64166667	0.1	5	31.3535	0.322607188	0.173660675	0.003226072	57.3985644	15.676767	11.244026	14.046823	162.086847	10	4	1.568459826	1.1234785359999999	0.99604999999999999	1	105.1949	57290	0.519164026	0.0312412996	29	0.232793522	0.00058932400000000001	0.086952855999999995	3	32	0.0000327
33.25	45.25	1231	224	0.147671368	0	954	901	871	831	779	715	678	646	623	613	613	10	10	10	10	10	10	10	10	10	10	10	10	0.531994092	0.704519119	64.1256086	0.003346218	0.14	10	10	10	10	10	10	10	10	10	10	10	0.0000518	0.0000000118	0	0	0	0	0	0	0.00258538	0.002583106	0.002586378	0.00258562	0.002581866	0.002578848	0.002601741	0.002628874	0	0	0.44939271	0.64166667	0.1	5	20.8116	0.205130053	0.112938949	0.002051301	38.09953975	10.405794	7.463466	10.819038	132.102519	10	4	1.0099774290000001	0.86812805100000001	1	1	106.8233	64508	0.00258538011	5.18000015e-005	29	0.32412672599999998	0	0.280829993	7	32	0.177108735
28.25	49.25	2018	224	0.206754558	4	47	42	35	29	23	19	17	15	14	13	13	5.23	4.78	4.15	3.61	3.07	2.71	2.53	2.35	2.26	2.17	2.17	10	0.597388613	0.704519119	76.47758022	0.262307124	0.14	0.3973324	0.5004005	0.6584173	0.952009	1.559423	2.466184	3.273806	3.905096	4.32488	4.699834	5.098827	0.05520806	0.05405697	0.05306534	0.05206019	0.05138376	0.05104944	0.05072015	0.05055549	0.4152098	0.4149357	0.4152535	0.4151621	0.4147099	0.4143456	0.4165755	0.4192305	0	1	0.44939271	0.64166667	0.1	5	30.5388	0.308436489	0.166814694	0.003084365	55.90706878	15.269408	10.951851	13.564827	161.652207	10	4	1.566686086	1.1222065539999999	0.99363000000000001	1	107.6648	58738	0.415210009	0.0552080981	29	0.27304261600000002	0.00024447	0.32248307599999998	7	32	0.005801224
23.75	50.25	1976	224	0.227876616	4	51	45	38	31	25	21	18	16	15	14	14	5.59	5.05	4.42	3.79	3.25	2.89	2.62	2.44	2.35	2.26	2.26	10	0.765882877	0.704519119	54.82750071	0.34708426	0.14	0.4294573	0.5408549	0.7117366	1.029045	1.686144	2.665564	3.538667	4.222733	4.676583	5.082505	5.515398	0.02176886	0.01981952	0.01780759	0.01598294	0.01473758	0.01376267	0.0130904	0.01275291	0.5467152	0.5461456	0.5463544	0.5461653	0.5452303	0.5444788	0.5459499	0.5477032	0	1	0.44939271	0.64166667	0.1	5	33.2405	0.32128306	0.173029617	0.003212831	60.85300879	16.620249	11.92073	14.667704	167.425789	10	4	1.563579287	1.119980585	0.99407999999999996	1	105.9869	57289	0.546715021	0.0217688996	29	0.175607287	0.000391254	0.10620054	7	32	0.00268503
22.75	48.75	2038	224	0.221763299	5	34	31	26	21	17	14	12	11	10	9	9	4.06	3.79	3.34	2.89	2.53	2.26	2.08	1.99	1.9	1.81	1.81	4.970283733	0.220571318	0.704519119	43.84215776	0.81466308	0.14	0.2900756	0.365336	0.4806521	0.6948049	1.138391	1.799911	2.389417	2.850644	3.15677	3.429561	3.723017	0.007588759	0.005549834	0.00296416	0.000693459	0.0000358	0.0000118	0.0000106	0.0000105	0.07483595	0.07480335	0.07487728	0.07486652	0.0748135	0.07477076	0.0752877	0.07590546	0	1	0.44939271	0.64166667	0.1	5	33.2828	0.399976318	0.206683002	0.003999763	60.93041574	16.641391	11.935894	14.259652	171.593202	10	4	1.5569139910000001	1.1152106500000001	0.98129100000000002	1	121.6954	59447	0.0748358965	0.00758876	29	0.077526987000000006	0.00075926599999999998	0.092578087000000003	6	32	0.003430885
27.25	51.25	1935	224	0.199469828	4	12	11	9	7	6	5	4	4	3	3	3	2.08	1.99	1.81	1.63	1.54	1.45	1.36	1.36	1.27	1.27	1.27	5.354289384	0.241904966	0.704519119	50.99288345	0.764072397	0.14	0.1070168	0.1347758	0.1772953	0.2563373	0.4200661	0.6646495	0.8816929	1.053142	1.164971	1.265581	1.376189	0.008202556	0.007426603	0.006610146	0.006182063	0.005735615	0.005268735	0.005268735	0.00478767	0.2219547	0.2217694	0.2219393	0.2218776	0.2215724	0.2213269	0.2225166	0.2239366	0	1	0.44939271	0.64166667	0.1	5	29.7359	0.304981158	0.165116265	0.003049812	54.4370923	14.867926	10.663892	13.16294	160.430487	10	4	1.5546995699999999	1.1136206719999999	0.98259200000000002	1	102.1319	55856	0.221955001	0.00820256025	29	0.204651163	0.0022548939999999999	0.0139729	7	32	0
28.75	50.25	1976	224	0.234575639	4	31	28	24	19	15	13	11	10	9	9	8	3.79	3.52	3.16	2.71	2.35	2.17	1.99	1.9	1.81	1.81	1.72	9.6851125	0.48250625	0.704519119	59.06908213	0.188669989	0.14	0.2659986	0.3350142	0.4407897	0.6374802	1.044434	1.651589	2.192551	2.617731	2.899922	3.152226	3.420181	0.03668262	0.035956	0.03504608	0.03431939	0.03395463	0.03358848	0.03342429	0.0332608	0.627112	0.6264372	0.6265852	0.6263605	0.6252488	0.6243546	0.6254015	0.6266501	0	1	0.44939271	0.64166667	0.1	5	33.8524	0.30595197	0.165594538	0.00305952	61.97328249	16.92622	12.140185	15.038254	167.416462	10	4	1.5538071920000001	1.1129846809999999	0.99223899999999998	1	106.2039	57299	0.627111971	0.0366825983	29	0.25759109299999999	6.5900000000000003e-005	0.18421804	5	32	0.0000000000000000459
25.25	49.75	1997	224	0.210305407	4	33	29	24	20	16	13	12	10	9	9	9	3.97	3.61	3.16	2.8	2.44	2.17	2.08	1.9	1.81	1.81	1.81	10	0.765882877	0.704519119	63.74834139	0.179938892	0.14	0.2751649	0.3465247	0.4559292	0.6591035	1.079805	1.70785	2.267329	2.704746	2.995933	3.253752	3.529186	0.000285716	0.000273989	0.000264478	0.00025483	0.000247414	0.000244877	0.000239718	0.000237137	0.005867084	0.005862027	0.005864003	0.005862319	0.005853992	0.005847287	0.005861201	0.00587779	0	1	0.44939271	0.64166667	0.1	5	31.1695	0.304220482	0.164740936	0.003042205	57.06169789	15.584762	11.178036	13.730002	163.850733	10	4	1.5515927709999999	1.111394703	0.99004899999999996	1	109.2063	58012	0.00586707983	0.000285716	29	0.16925388099999999	4.5399999999999999e-005	0.63980616499999998	7	32	0.00329218
28.75	49.75	1997	224	0.226705202	9	45	40	34	27	22	18	16	14	13	12	12	5.05	4.6	4.06	3.43	2.98	2.62	2.44	2.26	2.17	2.08	2.08	10	0.765882877	0.704519119	78.61599963	0.070858599	0.14	0.3771789	0.4750241	0.6250477	0.9037865	1.48047	2.340863	3.108023	3.709022	4.107601	4.463087	4.843612	0.000452218	0.000438507	0.000422114	0.000410295	0.000400862	0.000396093	0.000391351	0.000388971	0.00594301	0.005937969	0.005939549	0.005937871	0.005929574	0.005922894	0.005934034	0.005947333	0	1	0.44939271	0.64166667	0.1	5	32.7608	0.302400023	0.163840652	0.003024	59.97487227	16.380411	11.748709	14.641663	164.761055	10	4	1.5502597119999999	1.110440716	0.99872499999999997	1	106.95	58019	0.0059430101	0.000452217995	29	0.29143715599999998	1.7900000000000001e-005	0.58854973300000002	7	32	0.005801224
36.75	50.25	1976	224	0.210305407	5	20	18	15	12	10	8	7	6	6	5	5	2.8	2.62	2.35	2.08	1.9	1.72	1.63	1.54	1.54	1.45	1.45	5.549344349	0.252741353	0.704519119	50.76921532	0.121119987	0.14	0.1697792	0.2138308	0.2813393	0.4066048	0.6660851	1.053013	1.3976	1.667667	1.845182	2.003653	2.174461	0.01964725	0.01888834	0.01812862	0.01761564	0.01708757	0.01681923	0.01654734	0.01654734	0.5890303	0.5879558	0.5881511	0.5877939	0.5860284	0.5846122	0.5859957	0.5876438	0	1	0.44939271	0.64166667	0.1	5	30.769	0.274058206	0.149497707	0.002740582	56.32838994	15.38448	11.034385	13.778686	161.116407	10	4	1.5497308949999999	0.92504926799999998	0.99554500000000001	1	109.5955	57315	0.589030027	0.0196471997	29	0.210020243	7.6799999999999997e-005	0.28984968700000002	3	32	0
24.75	50.25	1976	224	0.201556409	4	29	25	21	17	14	12	10	9	8	8	7	3.61	3.25	2.89	2.53	2.26	2.08	1.9	1.81	1.72	1.72	1.63	10	0.765882877	0.704519119	65.02261705	0.327526933	0.14	0.2421287	0.304861	0.4011498	0.5799593	0.9501117	1.502445	1.994192	2.379205	2.635625	2.864377	3.106374	0.01936329	0.01823531	0.01706561	0.01614443	0.01551686	0.01486049	0.01452293	0.01420972	0.548357	0.5478482	0.5480486	0.5478791	0.5470413	0.5463672	0.5477769	0.5494568	0	1	0.44939271	0.64166667	0.1	5	29.6161	0.311708719	0.168413026	0.003117087	54.21792626	14.808067	10.620959	13.324467	158.466432	10	4	1.5489266530000001	1.1094867289999999	0.99668199999999996	1	105.7155	57291	0.54835701	0.0193633009	29	0.18117408900000001	0.00045927000000000001	0.124116057	7	32	0.0000327
26.25	50.25	1976	224	0.214039289	4	31	28	23	19	15	13	11	10	9	8	8	3.79	3.52	3.07	2.71	2.35	2.17	1.99	1.9	1.81	1.72	1.72	5.549344349	0.252741353	0.704519119	54.73903375	0.277093846	0.14	0.2630401	0.3312095	0.4357419	0.6300923	1.032246	1.63157	2.165295	2.583367	2.860767	3.109895	3.375804	0.0190868	0.0173886	0.01606037	0.01465551	0.01393512	0.01318813	0.01279646	0.01240699	0.5589345	0.5583783	0.5585569	0.5583719	0.5574572	0.5567216	0.5579806	0.5594825	0	1	0.44939271	0.64166667	0.1	5	32.0099	0.299341132	0.162321582	0.002993411	58.600256	16.004975	11.47943	13.883711	167.401402	10	4	1.543153735	1.1053527860000001	0.99662600000000001	1	106.7392	57294	0.558934987	0.0190868005	29	0.20850202400000001	9.6799999999999995e-005	0.163971645	7	32	0
24.25	48.75	2038	224	0.227913223	5	53	47	40	32	26	22	19	17	16	15	14	5.77	5.23	4.6	3.88	3.34	2.98	2.71	2.53	2.44	2.35	2.26	6.774957877	0.320830993	0.704519119	50.80539523	0.648387897	0.14	0.4479607	0.5641487	0.7422893	1.073301	1.75821	2.780445	3.692067	4.405362	4.879939	5.30446	5.758225	0.01087357	0.008618773	0.005929458	0.003449105	0.001462068	0.000482975	0.000404185	0.000399942	0.3177018	0.3173866	0.3174752	0.3173718	0.3168636	0.3164565	0.3170794	0.3178221	0	1	0.44939271	0.64166667	0.1	5	33.1863	0.604480992	0.243139625	0.00604481	60.75378716	16.59315	11.901294	14.67573	167.014353	10	4	1.536940137	1.1009008469999999	0.99091799999999997	1	120.8939	59450	0.317701995	0.0108735999	29	0.109911678	0.0012551629999999999	0.033910316000000003	5	32	0.00329218
26.75	51.25	1935	224	0.207376872	4	30	26	22	18	15	12	11	9	9	8	8	3.7	3.34	2.98	2.62	2.35	2.08	1.99	1.81	1.81	1.72	1.72	10	0.765882877	0.704519119	66.2499961	0.573639287	0.14	0.2513315	0.3164849	0.4164695	0.6021635	0.986289	1.55937	2.071205	2.471786	2.737433	2.975125	3.228376	0.01501572	0.01378156	0.01249922	0.01154405	0.01057904	0.01023838	0.009524201	0.009524201	0.3211731	0.3209002	0.3210913	0.3210005	0.3205519	0.320191	0.3215295	0.3231252	0	1	0.44939271	0.64166667	0.1	5	30.925	0.308562601	0.166876478	0.003085626	56.61397154	15.462478	11.090329	13.55934	163.901265	10	4	1.536058776	1.1002648559999999	0.98094000000000003	1	103.4872	55855	0.321173012	0.0150156999	29	0.18242894100000001	0.00093619999999999999	0.105187611	5	32	0
28.75	48.75	2038	224	0.220152605	4	39	35	29	24	19	16	14	12	11	11	10	4.51	4.15	3.61	3.16	2.71	2.44	2.26	2.08	1.99	1.99	1.9	10	0.597388613	0.704519119	74.680335	0.128823147	0.14	0.3293349	0.4146932	0.5457374	0.7892371	1.293089	2.044559	2.713978	3.238833	3.588748	3.900338	4.230282	0.04147151	0.0397101	0.03819369	0.03658869	0.03552582	0.0347885	0.03402442	0.0336245	0.4513651	0.4510646	0.4513649	0.4512649	0.4507703	0.450372	0.4524772	0.4549837	0	1	0.44939271	0.64166667	0.1	5	32.6103	0.28177272	0.153456883	0.002817727	59.69933972	16.305158	11.694734	14.22647	167.860787	10	4	1.532059598	1.0974028950000001	0.996973	1	107.6863	59459	0.451364994	0.0414714999	29	0.28410206100000002	6.9999999999999994e-005	0.41981173999999999	7	32	0.005801224
23.75	48.25	2058	224	0.210781294	5	53	47	40	32	26	22	19	17	16	15	14	5.77	5.23	4.6	3.88	3.34	2.98	2.71	2.53	2.44	2.35	2.26	3.067884075	0.114882449	0.704519119	41.27366236	0.75191399	0.14	0.4459678	0.5616446	0.7390202	1.068376	1.75068	2.768626	3.676309	4.385563	4.858053	5.279671	5.729292	0.009583634	0.007688508	0.004764945	0.002135304	0.000538385	0.000147595	0.000127351	0.000126333	0.06971617	0.06966173	0.06966985	0.06965213	0.06956549	0.06949614	0.06955309	0.06962147	0	1	0.44939271	0.64166667	0.1	5	31.0358	0.625504645	0.25198245	0.006255046	56.81693983	15.517913	11.130089	13.778612	162.654803	10	4	1.5311672199999999	1.0967669040000001	0.99956900000000004	1	128.6819	60169	0.0697162002	0.00958362967	29	0.15889212799999999	0.0011801610000000001	0.092883459000000002	6	32	0.003430885
28.75	49.25	2018	224	0.214881243	4	42	37	31	25	21	17	15	13	12	11	11	4.78	4.33	3.79	3.25	2.89	2.53	2.35	2.17	2.08	1.99	1.99	10	0.597388613	0.704519119	75.25610578	0.081751189	0.14	0.3522109	0.443558	0.58366	0.8439613	1.382923	2.186716	2.902962	3.463495	3.835814	4.16903	4.524355	0.04079417	0.03944894	0.03810805	0.03720423	0.03631215	0.03586723	0.03542695	0.0352063	0.5326527	0.5322415	0.5324931	0.5323561	0.5316786	0.531133	0.5329006	0.5350068	0	1	0.44939271	0.64166667	0.1	5	31.431	0.291071569	0.158177197	0.002910716	57.54029075	15.715476	11.271789	14.008384	162.892572	10	4	1.530726539	1.0964489079999999	0.99646299999999999	1	107.6816	58739	0.532652974	0.0407942012	29	0.23934588700000001	4.4400000000000002e-005	0.24862780000000001	7	32	0.005801224
29.25	50.25	1976	224	0.219640112	4	23	21	17	14	11	9	8	7	7	6	6	3.07	2.89	2.53	2.26	1.99	1.81	1.72	1.63	1.63	1.54	1.54	10	0.765882877	0.704519119	54.9203905	0.313201821	0.14	0.1990956	0.2507375	0.3298871	0.4770547	0.7816034	1.236189	1.63987	1.956729	2.168212	2.356409	2.558003	0.02355996	0.02235144	0.021396	0.02040079	0.01971947	0.01938199	0.01903431	0.01903431	0.5035163	0.5030169	0.5032373	0.503071	0.5022489	0.5015875	0.5031368	0.5049829	0	1	0.44939271	0.64166667	0.1	5	32.4951	0.306710839	0.165967812	0.003067108	59.488469	16.247565	11.653426	14.20514	167.370606	10	4	1.5280604200000001	1.0945409349999999	0.99036100000000005	1	105.7787	57300	0.503516018	0.0235600006	29	0.20192307700000001	0.00038080399999999999	0.18328186199999999	5	32	0.0000000000000000459
28.75	51.25	1935	224	0.197383247	8	15	13	11	9	7	6	5	5	4	4	4	2.35	2.17	1.99	1.81	1.63	1.54	1.45	1.45	1.36	1.36	1.36	10	0.765882877	0.704519119	50.440818	0.550975128	0.14	0.1300275	0.1637326	0.2155147	0.311594	0.5104669	0.8078049	1.071953	1.28029	1.417465	1.539454	1.670855	0.01296079	0.01226748	0.01151425	0.01073436	0.01032658	0.0099024	0.0099024	0.009469694	0.2972209	0.2969785	0.2972289	0.2971482	0.296749	0.2964278	0.2981808	0.3002692	0	1	0.44939271	0.64166667	0.1	5	28.8997	0.295754843	0.160530834	0.002957548	52.90628266	14.449829	10.364016	13.129584	156.093838	10	4	1.5280604200000001	1.0945409349999999	0.98594400000000004	1	104.2956	55859	0.297221005	0.0129608	29	0.19689922500000001	0.000861606	0.151803986	5	32	0.0000000000000000459
